Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1996 - Clinton,Montana,407261.00,167922.00,41.3,,179652.00,44.1,3,55229.00,13.6, ,,,,Republican,
1996 - Clinton,Nebraska,677415.00,236761.00,35,,363467.00,53.7,5,71278.00,10.5, ,,,,Republican,
1996 - Clinton,Nevada,464279.00,203974.00,43.9,4,199244.00,42.9,,43986.00,9.5, ,,,,Democratic,
1996 - Clinton,New Hampshire,499175.00,246214.00,49.3,4,196532.00,39.4,,48390.00,9.7, ,,,,Democratic,
1996 - Clinton,New Jersey,3075807.00,1652329.00,53.7,15,1103078.00,35.9,,262134.00,8.5, ,,,,Democratic,
1996 - Clinton,New Mexico,556074.00,273495.00,49.2,5,232751.00,41.9,,32257.00,5.8, ,,,,Democratic,
1996 - Clinton,New York,6316129.00,3756177.00,59.5,33,1933492.00,30.6,,503458.00,8, ,,,,Democratic,
1996 - Clinton,North Carolina,2515807.00,1107849.00,44,,1225938.00,48.7,14,168059.00,6.7, ,,,,Republican,
1996 - Clinton,North Dakota,266411.00,106905.00,40.1,,125050.00,46.9,3,32515.00,12.2, ,,,,Republican,
1996 - Clinton,Ohio,4534434.00,2148222.00,47.4,21,1859883.00,41,,483207.00,10.7, ,,,,Democratic,
1996 - Clinton,Oklahoma,1206713.00,488105.00,40.4,,582315.00,48.3,8,130788.00,10.8, ,,,,Republican,
1996 - Clinton,Oregon,1377760.00,649641.00,47.2,7,538152.00,39.1,,121221.00,8.8, ,,,,Democratic,
1996 - Clinton,Pennsylvania,4506118.00,2215819.00,49.2,23,1801169.00,40,,430984.00,9.6, ,,,,Democratic,
1996 - Clinton,Rhode Island,390284.00,233050.00,59.7,4,104683.00,26.8,,43723.00,11.2, ,,,,Democratic,
1996 - Clinton,South Carolina,1151689.00,506283.00,44,,573458.00,49.8,8,64386.00,5.6, ,,,,Republican,
1996 - Clinton,South Dakota,323826.00,139333.00,43,,150543.00,46.5,3,31250.00,9.7, ,,,,Republican,
1996 - Clinton,Tennessee,1894105.00,909146.00,48,11,863530.00,45.6,,105918.00,5.6, ,,,,Democratic,
1996 - Clinton,Texas,5611644.00,2459683.00,43.8,,2736167.00,48.8,32,378537.00,6.7, ,,,,Republican,
1996 - Clinton,Utah,665629.00,221633.00,33.3,,361911.00,54.4,5,66461.00,10, ,,,,Republican,
1996 - Clinton,Vermont,258449.00,137894.00,53.4,3,80352.00,31.1,,31024.00,12, ,,,,Democratic,
1996 - Clinton,Virginia,2416642.00,1091060.00,45.1,,1138350.00,47.1,13,159861.00,6.6, ,,,,Republican,
1996 - Clinton,Washington,2253837.00,1123323.00,49.8,11,840712.00,37.3,,201003.00,8.9, ,,,,Democratic,
1996 - Clinton,West Virginia,636459.00,327812.00,51.5,5,233946.00,36.8,,71639.00,11.3, ,,,,Democratic,
1996 - Clinton,Wisconsin,2196169.00,1071971.00,48.8,11,845029.00,38.5,,227339.00,10.4, ,,,,Democratic,
1996 - Clinton,Wyoming,211571.00,77934.00,36.8,,105388.00,49.8,3,25928.00,12.3, ,,,,Republican,
2000 - Bush,Alabama,1666272.00,941173.00,56.5,9,692611.00,41.6,,18323.00,1.1,,,,,Republican,
2000 - Bush,Alaska,285560.00,167398.00,58.6,3,79004.00,27.7,,28747.00,10.1,,,,,Republican,
2000 - Bush,Arizona,1532016.00,781652.00,51,8,685341.00,44.7,,45645.00,3,,,,,Republican,
2000 - Bush,Arkansas,921781.00,472940.00,51.3,6,422768.00,45.9,,13421.00,1.5,,,,,Republican,
2000 - Bush,California,10965856.00,4567429.00,41.7,,5861203.00,53.4,54,418707.00,3.8,,,,,Democratic,
2000 - Bush,Colorado,1741368.00,883748.00,50.8,8,738227.00,42.4,,91434.00,5.3,,,,,Republican,
2000 - Bush,Connecticut,1459525.00,561094.00,38.4,,816015.00,55.9,8,64452.00,4.4,,,,,Democratic,
2000 - Bush,Delaware,327622.00,137288.00,41.9,,180068.00,55,3,8307.00,2.5,,,,,Democratic,
2000 - Bush,Dist. of Col.,201894.00,18073.00,9,,171923.00,85.2,2*,10576.00,5.2,,,,,Democratic,
2000 - Bush,Florida,5963110.00,2912790.00,48.8,25,2912253.00,48.8,,97488.00,1.6,,,,,Republican,
2000 - Bush,Georgia,2596645.00,1419720.00,54.7,13,1116230.00,43,,13273.00,0.5,,,,,Republican,
2000 - Bush,Hawaii,367951.00,137845.00,37.5,,205286.00,55.8,4,21623.00,5.9,,,,,Democratic,
2000 - Bush,Idaho,501621.00,336937.00,67.2,4,138637.00,27.6,,12292.00,2.5,,,,,Republican,
2000 - Bush,Illinois,4742123.00,2019421.00,42.6,,2589026.00,54.6,22,103759.00,2.2,,,,,Democratic,
2000 - Bush,Indiana,2199302.00,1245836.00,56.6,12,901980.00,41,,18531.00,0.8,,,,,Republican,
2000 - Bush,Iowa,1315563.00,634373.00,48.2,,638517.00,48.5,7,29374.00,2.2,,,,,Democratic,
2000 - Bush,Kansas,1072218.00,622332.00,58,6,399276.00,37.2,,36086.00,3.4,,,,,Republican,
2000 - Bush,Kentucky,1544187.00,872492.00,56.5,8,638898.00,41.4,,23192.00,1.5,,,,,Republican,
2000 - Bush,Louisiana,1765656.00,927871.00,52.6,9,792344.00,44.9,,20473.00,1.2,,,,,Republican,
2000 - Bush,Maine,651817.00,286616.00,44,,319951.00,49.1,4,37127.00,5.7,,,,,Democratic,
2000 - Bush,Maryland,2020480.00,813797.00,40.3,,1140782.00,56.5,10,53768.00,2.7,,,,,Democratic,
2000 - Bush,Massachusetts,2702984.00,878502.00,32.5,,1616487.00,59.8,12,173564.00,6.4,,,,,Democratic,
2000 - Bush,Michigan,4232711.00,1953139.00,46.1,,2170418.00,51.3,18,84165.00,2,,,,,Democratic,
2000 - Bush,Minnesota,2438685.00,1109659.00,45.5,,1168266.00,47.9,10,126696.00,5.2,,,,,Democratic,
2000 - Bush,Mississippi,994184.00,572844.00,57.6,7,404614.00,40.7,,8122.00,0.8,,,,,Republican,
2000 - Bush,Missouri,2359892.00,1189924.00,50.4,11,1111138.00,47.1,,38515.00,1.6,,,,,Republican,
2000 - Bush,Montana,410997.00,240178.00,58.4,3,137126.00,33.4,,24437.00,5.9,,,,,Republican,
2000 - Bush,Nebraska,697019.00,433862.00,62.2,5,231780.00,33.3,,24540.00,3.5,,,,,Republican,
2000 - Bush,Nevada,608970.00,301575.00,49.5,4,279978.00,46,,15008.00,2.5,,,,,Republican,
2000 - Bush,New Hampshire,569081.00,273559.00,48.1,4,266348.00,46.8,,22198.00,3.9,,,,,Republican,
2000 - Bush,New Jersey,3187226.00,1284173.00,40.3,,1788850.00,56.1,15,94554.00,3,,,,,Democratic,
2000 - Bush,New Mexico,598605.00,286417.00,47.8,,286783.00,47.9,5,21251.00,3.6,,,,,Democratic,
2000 - Bush,New York,6821999.00,2403374.00,35.2,,4107697.00,60.2,33,244030.00,3.6,,,,,Democratic,
2000 - Bush,North Carolina,2911262.00,1631163.00,56,14,1257692.00,43.2,,0.00,0,,,,,Republican,
2000 - Bush,North Dakota,288256.00,174852.00,60.7,3,95284.00,33.1,,9486.00,3.3,,,,,Republican,
2000 - Bush,Ohio,4701998.00,2350363.00,50,21,2183628.00,46.4,,117799.00,2.5,,,,,Republican,
2000 - Bush,Oklahoma,1234229.00,744337.00,60.3,8,474276.00,38.4,,0.00,0,,,,,Republican,
2000 - Bush,Oregon,1533968.00,713577.00,46.5,,720342.00,47,7,77357.00,5,,,,,Democratic,
2000 - Bush,Pennsylvania,4913119.00,2281127.00,46.4,,2485967.00,50.6,23,103392.00,2.1,,,,,Democratic,
2000 - Bush,Rhode Island,409047.00,130555.00,31.9,,249508.00,61,4,25052.00,6.1,,,,,Democratic,
2000 - Bush,South Carolina,1382717.00,785937.00,56.8,8,565561.00,40.9,,20200.00,1.5,,,,,Republican,
2000 - Bush,South Dakota,316269.00,190700.00,60.3,3,118804.00,37.6,,0.00,0,,,,,Republican,
2000 - Bush,Tennessee,2076181.00,1061949.00,51.1,11,981720.00,47.3,,19781.00,1,,,,,Republican,
2000 - Bush,Texas,6407637.00,3799639.00,59.3,32,2433746.00,38,,137994.00,2.2,,,,,Republican,
2000 - Bush,Utah,770754.00,515096.00,66.8,5,203053.00,26.3,,35850.00,4.7,,,,,Republican,
2000 - Bush,Vermont,294308.00,119775.00,40.7,,149022.00,50.6,3,20374.00,6.9,,,,,Democratic,
2000 - Bush,Virginia,2739447.00,1437490.00,52.5,13,1217290.00,44.4,,59398.00,2.2,,,,,Republican,
2000 - Bush,Washington,2487433.00,1108864.00,44.6,,1247652.00,50.2,11,103002.00,4.1,,,,,Democratic,
2000 - Bush,West Virginia,648124.00,336475.00,51.9,5,295497.00,45.6,,10680.00,1.6,,,,,Republican,
2000 - Bush,Wisconsin,2598607.00,1237279.00,47.6,,1242987.00,47.8,11,94070.00,3.6,,,,,Democratic,
2000 - Bush,Wyoming,218351.00,147947.00,67.8,3,60481.00,27.7,,4625.00,2.1,,,,,Republican,
2004 - Bush,Alabama,1883449.00,1176394.00,62.5,9,693933.00,36.8, ,,,,,,,Republican,
2004 - Bush,Alaska,312598.00,190889.00,61.1,3,111025.00,35.5, ,,,,,,,Republican,
2004 - Bush,Arizona,2012585.00,1104294.00,54.9,10,893524.00,44.4, ,,,,,,,Republican,
2004 - Bush,Arkansas,1054945.00,572898.00,54.3,6,469953.00,44.5, ,,,,,,,Republican,
2004 - Bush,California,12421852.00,5509826.00,44.4, ,6745485.00,54.3,55,,,,,,,Democratic,
2004 - Bush,Colorado,2130330.00,1101255.00,51.7,9,1001732.00,47, ,,,,,,,Republican,
2004 - Bush,Connecticut,1578769.00,693826.00,43.9, ,857488.00,54.3,7,,,,,,,Democratic,
2004 - Bush,Delaware,375190.00,171660.00,45.8, ,200152.00,53.3,3,,,,,,,Democratic,
2004 - Bush,Dist. of Col.,227586.00,21256.00,9.3, ,202970.00,89.2,3,,,,,,,Democratic,
2004 - Bush,Florida,7609810.00,3964522.00,52.1,27,3583544.00,47.1, ,,,,,,,Republican,
2004 - Bush,Georgia,3301875.00,1914254.00,58,15,1366149.00,41.4, ,,,,,,,Republican,
2004 - Bush,Hawaii,429013.00,194191.00,45.3, ,231708.00,54,4,,,,,,,Democratic,
2004 - Bush,Idaho,598447.00,409235.00,68.4,4,181098.00,30.3, ,,,,,,,Republican,
2004 - Bush,Illinois,5274322.00,2345946.00,44.5, ,2891550.00,54.8,21,,,,,,,Democratic,
2004 - Bush,Indiana,2468002.00,1479438.00,59.9,11,969011.00,39.3, ,,,,,,,Republican,
2004 - Bush,Iowa,1506908.00,751957.00,49.9,7,741898.00,49.2, ,,,,,,,Republican,
2004 - Bush,Kansas,1187756.00,736456.00,62,6,434993.00,36.6, ,,,,,,,Republican,
2004 - Bush,Kentucky,1795882.00,1069439.00,59.5,8,712733.00,39.7, ,,,,,,,Republican,
2004 - Bush,Louisiana,1943106.00,1102169.00,56.7,9,820299.00,42.2, ,,,,,,,Republican,
2004 - Bush,Maine,740752.00,330201.00,44.6, ,396842.00,53.6,4,,,,,,,Democratic,
2004 - Bush,Maryland,2386678.00,1024703.00,42.9, ,1334493.00,55.9,10,,,,,,,Democratic,
2004 - Bush,Massachusetts,2912388.00,1071109.00,36.8, ,1803800.00,61.9,12,,,,,,,Democratic,
2004 - Bush,Michigan,4839252.00,2313746.00,47.8, ,2479183.00,51.2,17,,,,,,,Democratic,
2004 - Bush,Minnesota,2828387.00,1346695.00,47.6, ,1445014.00,51.1,9*,,,,,,,Democratic,
2004 - Bush,Mississippi,1152145.00,684981.00,59.5,6,458094.00,39.8, ,,,,,,,Republican,
2004 - Bush,Missouri,2731364.00,1455713.00,53.3,11,1259171.00,46.1, ,,,,,,,Republican,
2004 - Bush,Montana,450445.00,266063.00,59.1,3,173710.00,38.6, ,,,,,,,Republican,
2004 - Bush,Nebraska,778186.00,512814.00,65.9,5,254328.00,32.7, ,,,,,,,Republican,
2004 - Bush,Nevada,829587.00,418690.00,50.5,5,397190.00,47.9, ,,,,,,,Republican,
2004 - Bush,New Hampshire,677738.00,331237.00,48.9, ,340511.00,50.2,4,,,,,,,Democratic,
2004 - Bush,New Jersey,3611691.00,1670003.00,46.2, ,1911430.00,52.9,15,,,,,,,Democratic,
2004 - Bush,New Mexico,756304.00,376930.00,49.8,5,370942.00,49, ,,,,,,,Republican,
2004 - Bush,New York,7391036.00,2962567.00,40.1, ,4314280.00,58.4,31,,,,,,,Democratic,
2004 - Bush,North Carolina,3501007.00,1961166.00,56,15,1525849.00,43.6, ,,,,,,,Republican,
2004 - Bush,North Dakota,312833.00,196651.00,62.9,3,111052.00,35.5, ,,,,,,,Republican,
2004 - Bush,Ohio,5627908.00,2859768.00,50.8,20,2741167.00,48.7, ,,,,,,,Republican,
2004 - Bush,Oklahoma,1463758.00,959792.00,65.6,7,503966.00,34.4, ,,,,,,,Republican,
2004 - Bush,Oregon,1836782.00,866831.00,47.2, ,943163.00,51.3,7,,,,,,,Democratic,
2004 - Bush,Pennsylvania,5769590.00,2793847.00,48.4, ,2938095.00,50.9,21,,,,,,,Democratic,
2004 - Bush,Rhode Island,437134.00,169046.00,38.7, ,259765.00,59.4,4,,,,,,,Democratic,
2004 - Bush,South Carolina,1617730.00,937974.00,58,8,661699.00,40.9, ,,,,,,,Republican,
2004 - Bush,South Dakota,388215.00,232584.00,59.9,3,149244.00,38.4, ,,,,,,,Republican,
2004 - Bush,Tennessee,2437319.00,1384375.00,56.8,11,1036477.00,42.5, ,,,,,,,Republican,
2004 - Bush,Texas,7410765.00,4526917.00,61.1,34,2832704.00,38.2, ,,,,,,,Republican,
2004 - Bush,Utah,927844.00,663742.00,71.5,5,241199.00,26, ,,,,,,,Republican,
2004 - Bush,Vermont,312309.00,121180.00,38.8, ,184067.00,58.9,3,,,,,,,Democratic,
2004 - Bush,Virginia,3198367.00,1716959.00,53.7,13,1454742.00,45.5, ,,,,,,,Republican,
2004 - Bush,Washington,2859084.00,1304894.00,45.6, ,1510201.00,52.8,11,,,,,,,Democratic,
2004 - Bush,West Virginia,755887.00,423778.00,56.1,5,326541.00,43.2, ,,,,,,,Republican,
2004 - Bush,Wisconsin,2997007.00,1478120.00,49.3, ,1489504.00,49.7,10,,,,,,,Democratic,
2004 - Bush,Wyoming,243428.00,167629.00,68.9,3,70776.00,29.1, ,,,,,,,Republican,
2008 - Obama,Alabama,2099819.00,813479.00,38.70%, ,1266546.00,60.30%,9,,,,,,,Republican,
2008 - Obama,Alaska,326197.00,123594.00,37.90%, ,193841.00,59.40%,3,,,,,,,Republican,
2008 - Obama,Arizona,2293475.00,1034707.00,45.10%, ,1230111.00,53.60%,10,,,,,,,Republican,
2008 - Obama,Arkansas,1086617.00,422310.00,38.90%, ,638017.00,58.70%,6,,,,,,,Republican,
2008 - Obama,California,13561900.00,8274473.00,61.00%,55,5011781.00,37.00%, ,,,,,,,Democratic,
2008 - Obama,Colorado,2401361.00,1288576.00,53.70%,9,1073589.00,44.70%, ,,,,,,,Democratic,
2008 - Obama,Connecticut,1646792.00,997772.00,60.60%,7,629428.00,38.20%, ,,,,,,,Democratic,
2008 - Obama,Delaware,412412.00,255459.00,61.90%,3,152374.00,36.90%, ,,,,,,,Democratic,
2008 - Obama,Dist. of Col.,265853.00,245800.00,92.50%,3,17367.00,6.50%, ,,,,,,,Democratic,
2008 - Obama,Florida,8390744.00,4282074.00,51.00%,27,4045624.00,48.20%, ,,,,,,,Democratic,
2008 - Obama,Georgia,3924440.00,1844137.00,47.00%, ,2048744.00,52.20%,15,,,,,,,Republican,
2008 - Obama,Hawaii,453568.00,325871.00,71.80%,4,120566.00,26.60%, ,,,,,,,Democratic,
2008 - Obama,Idaho,655032.00,236440.00,36.10%, ,403012.00,61.50%,4,,,,,,,Republican,
2008 - Obama,Illinois,5523051.00,3419673.00,61.90%,21,2031527.00,36.80%, ,,,,,,,Democratic,
2008 - Obama,Indiana,2751054.00,1374039.00,49.90%,11,1345648.00,48.90%, ,,,,,,,Democratic,
2008 - Obama,Iowa,1543662.00,828940.00,53.70%,7,682379.00,44.20%, ,,,,,,,Democratic,
2008 - Obama,Kansas,1235872.00,514765.00,41.70%, ,699655.00,56.60%,6,,,,,,,Republican,
2008 - Obama,Kentucky,1826508.00,751985.00,41.20%, ,1048462.00,57.40%,8,,,,,,,Republican,
2008 - Obama,Louisiana,1960761.00,782989.00,39.90%, ,1148275.00,58.60%,9,,,,,,,Republican,
2008 - Obama,Maine,731163.00,421923.00,57.70%,4,295273.00,40.40%, ,,,,,,,Democratic,
2008 - Obama,Maryland,2631596.00,1629467.00,61.90%,10,959862.00,36.50%, ,,,,,,,Democratic,
2008 - Obama,Massachusetts,3080985.00,1904097.00,61.80%,12,1108854.00,36.00%, ,,,,,,,Democratic,
2008 - Obama,Michigan,5001766.00,2872579.00,57.40%,17,2048639.00,41.00%, ,,,,,,,Democratic,
2008 - Obama,Minnesota,2910369.00,1573354.00,54.10%,10,1275409.00,43.80%, ,,,,,,,Democratic,
2008 - Obama,Mississippi,1289865.00,554662.00,43.00%, ,724597.00,56.20%,6,,,,,,,Republican,
2008 - Obama,Missouri,2925205.00,1441911.00,49.30%, ,1445814.00,49.40%,11,,,,,,,Republican,
2008 - Obama,Montana,490109.00,231667.00,47.30%, ,242763.00,49.50%,3,,,,,,,Republican,
2008 - Obama,Nebraska,801281.00,333319.00,41.60%,1*,452979.00,56.50%,4*,,,,,,,Republican,
2008 - Obama,Nevada,967848.00,533736.00,55.10%,5,412827.00,42.70%, ,,,,,,,Democratic,
2008 - Obama,New Hampshire,707611.00,384826.00,54.40%,4,316534.00,44.70%, ,,,,,,,Democratic,
2008 - Obama,New Jersey,3868237.00,2215422.00,57.30%,15,1613207.00,41.70%, ,,,,,,,Democratic,
2008 - Obama,New Mexico,830158.00,472422.00,56.90%,5,346832.00,41.80%, ,,,,,,,Democratic,
2008 - Obama,New York,7591233.00,4769700.00,62.80%,31,2742298.00,36.10%, ,,,,,,,Democratic,
2008 - Obama,North Carolina,4310789.00,2142651.00,49.70%,15,2128474.00,49.40%, ,,,,,,,Democratic,
2008 - Obama,North Dakota,316621.00,141278.00,44.60%, ,168601.00,53.30%,3,,,,,,,Republican,
2008 - Obama,Ohio,5698260.00,2933388.00,51.50%,20,2674491.00,46.90%, ,,,,,,,Democratic,
2008 - Obama,Oklahoma,1462661.00,502496.00,34.40%, ,960165.00,65.60%,7,,,,,,,Republican,
2008 - Obama,Oregon,1827864.00,1037291.00,56.70%,7,738475.00,40.40%, ,,,,,,,Democratic,
2008 - Obama,Pennsylvania,6034745.00,3276363.00,54.30%,21,2655885.00,44.00%, ,,,,,,,Democratic,
2008 - Obama,Rhode Island,469767.00,296571.00,63.10%,4,165391.00,35.20%, ,,,,,,,Democratic,
2008 - Obama,South Carolina,1920969.00,862449.00,44.90%, ,1034896.00,53.90%,8,,,,,,,Republican,
2008 - Obama,South Dakota,381975.00,170924.00,44.70%, ,203054.00,53.20%,3,,,,,,,Republican,
2008 - Obama,Tennessee,2599749.00,1087437.00,41.80%, ,1479178.00,56.90%,11,,,,,,,Republican,
2008 - Obama,Texas,8077795.00,3528633.00,43.70%, ,4479328.00,55.50%,34,,,,,,,Republican,
2008 - Obama,Utah,952370.00,327670.00,34.40%, ,596030.00,62.60%,5,,,,,,,Republican,
2008 - Obama,Vermont,325046.00,219262.00,67.50%,3,98974.00,30.40%, ,,,,,,,Democratic,
2008 - Obama,Virginia,3723260.00,1959532.00,52.60%,13,1725005.00,46.30%, ,,,,,,,Democratic,
2008 - Obama,Washington,3036878.00,1750848.00,57.70%,11,1229216.00,40.50%, ,,,,,,,Democratic,
2008 - Obama,West Virginia,713362.00,303857.00,42.60%, ,397466.00,55.70%,5,,,,,,,Republican,
2008 - Obama,Wisconsin,2983417.00,1677211.00,56.20%,10,1262393.00,42.30%, ,,,,,,,Democratic,
2008 - Obama,Wyoming,256035.00,82868.00,32.40%, ,164958.00,64.40%,3,,,,,,,Republican,
2012 - Obama,Alabama,2074338.00,795696.00,38.40%, ,1255925.00,60.50%,9,,,,,,,Republican,
2012 - Obama,Alaska,300495.00,122640.00,40.80%, ,164676.00,54.80%,3,,,,,,,Republican,
2012 - Obama,Arizona,2299254.00,1025232.00,44.60%, ,1233654.00,53.70%,11,,,,,,,Republican,
2012 - Obama,Arkansas,1069468.00,394409.00,36.90%, ,647744.00,60.60%,6,,,,,,,Republican,
2012 - Obama,California,13038547.00,7854285.00,60.20%,55,4839958.00,37.10%, ,,,,,,,Democratic,
2012 - Obama,Colorado,2569520.00,1323101.00,51.50%,9,1185243.00,46.10%, ,,,,,,,Democratic,
2012 - Obama,Connecticut,1558960.00,905083.00,58.10%,7,634892.00,40.70%, ,,,,,,,Democratic,
2012 - Obama,Delaware,413921.00,242584.00,58.60%,3,165484.00,40.00%, ,,,,,,,Democratic,
2012 - Obama,Dist. of Col.,293764.00,267070.00,90.90%,3,21381.00,7.30%, ,,,,,,,Democratic,
2012 - Obama,Florida,8474179.00,4237756.00,50.00%,29,4163447.00,49.10%, ,,,,,,,Democratic,
2012 - Obama,Georgia,3900050.00,1773827.00,45.50%, ,2078688.00,53.30%,16,,,,,,,Republican,
2012 - Obama,Hawaii,434697.00,306658.00,70.50%,4,121015.00,27.80%, ,,,,,,,Democratic,
2012 - Obama,Idaho,652274.00,212787.00,32.60%, ,420911.00,64.50%,4,,,,,,,Republican,
2012 - Obama,Illinois,5242014.00,3019512.00,57.60%,20,2135216.00,40.70%, ,,,,,,,Democratic,
2012 - Obama,Indiana,2624534.00,1152887.00,43.90%, ,1420543.00,54.10%,11,,,,,,,Republican,
2012 - Obama,Iowa,1582180.00,822544.00,52.00%,6,730617.00,46.20%, ,,,,,,,Democratic,
2012 - Obama,Kansas,1159971.00,440726.00,38.00%, ,692634.00,59.70%,6,,,,,,,Republican,
2012 - Obama,Kentucky,1797212.00,679370.00,37.80%, ,1087190.00,60.50%,8,,,,,,,Republican,
2012 - Obama,Louisiana,1994065.00,809141.00,40.60%, ,1152262.00,57.80%,8,,,,,,,Republican,
2012 - Obama,Maine,713180.00,401306.00,56.30%,4,292276.00,41.00%, ,,,,,,,Democratic,
2012 - Obama,Maryland,2707327.00,1677844.00,62.00%,10,971869.00,35.90%, ,,,,,,,Democratic,
2012 - Obama,Massachusetts,3167767.00,1921290.00,60.70%,11,1188314.00,37.50%, ,,,,,,,Democratic,
2012 - Obama,Michigan,4730961.00,2564569.00,54.20%,16,2115256.00,44.70%, ,,,,,,,Democratic,
2012 - Obama,Minnesota,2936561.00,1546167.00,52.70%,10,1320225.00,45.00%, ,,,,,,,Democratic,
2012 - Obama,Mississippi,1285584.00,562949.00,43.80%, ,710746.00,55.30%,6,,,,,,,Republican,
2012 - Obama,Missouri,2757323.00,1223796.00,44.40%, ,1482440.00,53.80%,10,,,,,,,Republican,
2012 - Obama,Montana,484048.00,201839.00,41.70%, ,267928.00,55.40%,3,,,,,,,Republican,
2012 - Obama,Nebraska,794379.00,302081.00,38.00%, ,475064.00,59.80%,5,,,,,,,Republican,
2012 - Obama,Nevada,1014918.00,531373.00,52.40%,6,463567.00,45.70%, ,,,,,,,Democratic,
2012 - Obama,New Hampshire,710972.00,369561.00,52.00%,4,329918.00,46.50%, ,,,,,,,Democratic,
2012 - Obama,New Jersey,3638499.00,2122786.00,58.30%,14,1478088.00,40.60%, ,,,,,,,Democratic,
2012 - Obama,New Mexico,783758.00,415335.00,53.00%,5,335788.00,42.80%, ,,,,,,,Democratic,
2012 - Obama,New York,7061925.00,4471871.00,63.40%,29,2485432.00,35.20%, ,,,,,,,Democratic,
2012 - Obama,North Carolina,4505372.00,2178391.00,48.40%, ,2270395.00,50.40%,15,,,,,,,Republican,
2012 - Obama,North Dakota,322932.00,124966.00,38.70%, ,188320.00,58.30%,3,,,,,,,Republican,
2012 - Obama,Ohio,5580822.00,2827621.00,50.70%,18,2661407.00,47.70%, ,,,,,,,Democratic,
2012 - Obama,Oklahoma,1334872.00,443547.00,33.20%, ,891325.00,66.80%,7,,,,,,,Republican,
2012 - Obama,Oregon,1789270.00,970488.00,54.20%,7,754175.00,42.10%, ,,,,,,,Democratic,
2012 - Obama,Pennsylvania,5753670.00,2990274.00,52.10%,20,2680434.00,46.70%, ,,,,,,,Democratic,
2012 - Obama,Rhode Island,446049.00,279677.00,62.70%,4,157204.00,35.20%, ,,,,,,,Democratic,
2012 - Obama,South Carolina,1964118.00,865941.00,44.10%, ,1071645.00,54.60%,9,,,,,,,Republican,
2012 - Obama,South Dakota,363815.00,145039.00,39.90%, ,210610.00,57.90%,3,,,,,,,Republican,
2012 - Obama,Tennessee,2458577.00,960709.00,39.10%, ,1462330.00,59.50%,11,,,,,,,Republican,
2012 - Obama,Texas,7993851.00,3308124.00,41.40%, ,4569843.00,57.20%,38,,,,,,,Republican,
2012 - Obama,Utah,1017440.00,251813.00,24.70%, ,740600.00,72.80%,6,,,,,,,Republican,
2012 - Obama,Vermont,299290.00,199239.00,66.60%,3,92698.00,31.00%, ,,,,,,,Democratic,
2012 - Obama,Virginia,3854490.00,1971820.00,51.20%,13,1822522.00,47.30%, ,,,,,,,Democratic,
2012 - Obama,Washington,3125516.00,1755396.00,56.20%,12,1290670.00,41.30%, ,,,,,,,Democratic,
2012 - Obama,West Virginia,670438.00,238269.00,35.50%, ,417655.00,62.30%,5,,,,,,,Republican,
2012 - Obama,Wisconsin,3071434.00,1620985.00,52.90%,10,1410966.00,46.00%, ,,,,,,,Democratic,
2012 - Obama,Wyoming,249061.00,69286.00,27.80%, ,170962.00,68.60%,3,,,,,,,Republican,
2016 - Trump,Alabama,2123372.00,729547.00,34.40%,,1318255.00,62.10%,9,44467.00,2.10%,,,,,Republican,
2016 - Trump,Alaska,318608.00,116454.00,36.60%,,163387.00,51.30%,3,18725.00,5.90%,,,,,Republican,
2016 - Trump,Arizona,2573165.00,1161167.00,45.10%,,1252401.00,48.70%,11,106327.00,4.10%,,,,,Republican,
2016 - Trump,Arkansas,1130635.00,380494.00,33.70%,,684872.00,60.60%,6,29829.00,2.60%,,,,,Republican,
2016 - Trump,California,14181595.00,8753788.00,61.70%,55,4483810.00,31.60%,,478500.00,3.40%,,,,,Democratic,
