Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1976 - Carter,Ohio,4111873.00,2011621.00,48.9,25,2000505.00,48.7,,,,,,,,Democratic,
1976 - Carter,Oklahoma,1092251.00,532442.00,48.7,,545708.00,50,8,,,,,,,Republican,
1976 - Carter,Oregon,1029876.00,490407.00,47.6,,492120.00,47.8,6,,,,,,,Republican,
1976 - Carter,Pennsylvania,4620787.00,2328677.00,50.4,27,2205604.00,47.7,,,,,,,,Democratic,
1976 - Carter,Rhode Island,411170.00,227636.00,55.4,4,181249.00,44.1,,,,,,,,Democratic,
1976 - Carter,South Carolina,802583.00,450807.00,56.2,8,346149.00,43.1,,,,,,,,Democratic,
1976 - Carter,South Dakota,300678.00,147068.00,48.9,,151505.00,50.4,4,,,,,,,Republican,
1976 - Carter,Tennessee,1476345.00,825879.00,55.9,10,633969.00,42.9,,,,,,,,Democratic,
1976 - Carter,Texas,4071884.00,2082319.00,51.1,26,1953300.00,48,,,,,,,,Democratic,
1976 - Carter,Utah,541198.00,182110.00,33.6,,337908.00,62.4,4,,,,,,,Republican,
1976 - Carter,Vermont,187765.00,80954.00,43.1,,102085.00,54.4,3,,,,,,,Republican,
1976 - Carter,Virginia,1697094.00,813896.00,48,,836554.00,49.3,12,,,,,,,Republican,
1976 - Carter,Washington,1555534.00,717323.00,46.1,,777732.00,50,8*,,,,,,,Republican,
1976 - Carter,West Virginia,750964.00,435914.00,58,6,314760.00,41.9,,,,,,,,Democratic,
1976 - Carter,Wisconsin,2104175.00,1040232.00,49.4,11,1004987.00,47.8,,,,,,,,Democratic,
1976 - Carter,Wyoming,156343.00,62239.00,39.8,,92717.00,59.3,3,,,,,,,Republican,
1980 - Reagan,Alabama,1341929.00,654192.00,48.8,9,636730.00,47.4,,16481.00,1.2, ,,,,Republican,
1980 - Reagan,Alaska,158445.00,86112.00,54.3,3,41842.00,26.4,,11155.00,7, ,,,,Republican,
1980 - Reagan,Arizona,873945.00,529688.00,60.6,6,246843.00,28.2,,76952.00,8.8, ,,,,Republican,
1980 - Reagan,Arkansas,837582.00,403164.00,48.1,6,398041.00,47.5,,22468.00,2.7, ,,,,Republican,
1980 - Reagan,California,8587063.00,4524858.00,52.7,45,3083661.00,35.9,,739833.00,8.6, ,,,,Republican,
1980 - Reagan,Colorado,1184415.00,652264.00,55.1,7,367973.00,31.1,,130633.00,11, ,,,,Republican,
1980 - Reagan,Connecticut,1406285.00,677210.00,48.2,8,541732.00,38.5,,171807.00,12.2, ,,,,Republican,
1980 - Reagan,Delaware,235900.00,111252.00,47.2,3,105754.00,44.8,,16288.00,6.9, ,,,,Republican,
1980 - Reagan,Dist. of Col.,175237.00,23545.00,13.4,,131113.00,74.8,3,16337.00,9.3, ,,,,Democratic,
1980 - Reagan,Florida,3686930.00,2046951.00,55.5,17,1419475.00,38.5,,189692.00,5.1, ,,,,Republican,
1980 - Reagan,Georgia,1596695.00,654168.00,41,,890733.00,55.8,12,36055.00,2.3, ,,,,Democratic,
1980 - Reagan,Hawaii,303287.00,130112.00,42.9,,135879.00,44.8,4,32021.00,10.6, ,,,,Democratic,
1980 - Reagan,Idaho,437431.00,290699.00,66.5,4,110192.00,25.2,,27058.00,6.2, ,,,,Republican,
1980 - Reagan,Illinois,4749721.00,2358049.00,49.6,26,1981413.00,41.7,,346754.00,7.3, ,,,,Republican,
1980 - Reagan,Indiana,2242033.00,1255656.00,56,13,844197.00,37.7,,111639.00,5, ,,,,Republican,
1980 - Reagan,Iowa,1317661.00,676026.00,51.3,8,508672.00,38.6,,115633.00,8.8, ,,,,Republican,
1980 - Reagan,Kansas,979795.00,566812.00,57.9,7,326150.00,33.3,,68231.00,7, ,,,,Republican,
1980 - Reagan,Kentucky,1294627.00,635274.00,49.1,9,616417.00,47.6,,31127.00,2.4, ,,,,Republican,
1980 - Reagan,Louisiana,1548591.00,792853.00,51.2,10,708453.00,45.7,,26345.00,1.7, ,,,,Republican,
1980 - Reagan,Maine,523011.00,238522.00,45.6,4,220974.00,42.3,,53327.00,10.2, ,,,,Republican,
1980 - Reagan,Maryland,1540496.00,680606.00,44.2,,726161.00,47.1,10,119537.00,7.8, ,,,,Democratic,
1980 - Reagan,Massachusetts,2522890.00,1057631.00,41.9,14,1053802.00,41.7,,382539.00,15.2, ,,,,Republican,
1980 - Reagan,Michigan,3909725.00,1915225.00,49,21,1661532.00,42.5,,275223.00,7, ,,,,Republican,
1980 - Reagan,Minnesota,2051980.00,873268.00,42.6,,954174.00,46.5,10,174990.00,8.5, ,,,,Democratic,
1980 - Reagan,Mississippi,892620.00,441089.00,49.4,7,429281.00,48.1,,12036.00,1.3, ,,,,Republican,
1980 - Reagan,Missouri,2099824.00,1074181.00,51.2,12,931182.00,44.3,,77920.00,3.7, ,,,,Republican,
1980 - Reagan,Montana,363952.00,206814.00,56.8,4,118032.00,32.4,,29281.00,8, ,,,,Republican,
1980 - Reagan,Nebraska,640854.00,419937.00,65.5,5,166851.00,26,,44993.00,7, ,,,,Republican,
1980 - Reagan,Nevada,247885.00,155017.00,62.5,3,66666.00,26.9,,17651.00,7.1, ,,,,Republican,
1980 - Reagan,New Hampshire,383990.00,221705.00,57.7,4,108864.00,28.4,,49693.00,12.9, ,,,,Republican,
1980 - Reagan,New Jersey,2975684.00,1546557.00,52,17,1147364.00,38.6,,234632.00,7.9, ,,,,Republican,
1980 - Reagan,New Mexico,456971.00,250779.00,54.9,4,167826.00,36.7,,29459.00,6.4, ,,,,Republican,
1980 - Reagan,New York,6201959.00,2893831.00,46.7,41,2728372.00,44,,467801.00,7.5, ,,,,Republican,
1980 - Reagan,North Carolina,1855833.00,915018.00,49.3,13,875635.00,47.2,,52800.00,2.8, ,,,,Republican,
1980 - Reagan,North Dakota,301545.00,193695.00,64.2,3,79189.00,26.3,,23640.00,7.8, ,,,,Republican,
1980 - Reagan,Ohio,4283603.00,2206545.00,51.5,25,1752414.00,40.9,,254472.00,5.9, ,,,,Republican,
1980 - Reagan,Oklahoma,1149708.00,695570.00,60.5,8,402026.00,35,,38284.00,3.3, ,,,,Republican,
1980 - Reagan,Oregon,1181516.00,571044.00,48.3,6,456890.00,38.7,,112389.00,9.5, ,,,,Republican,
1980 - Reagan,Pennsylvania,4561501.00,2261872.00,49.6,27,1937540.00,42.5,,292921.00,6.4, ,,,,Republican,
1980 - Reagan,Rhode Island,416072.00,154793.00,37.2,,198342.00,47.7,4,59819.00,14.4, ,,,,Democratic,
1980 - Reagan,South Carolina,894071.00,441841.00,49.4,8,430385.00,48.1,,14153.00,1.6, ,,,,Republican,
1980 - Reagan,South Dakota,327703.00,198343.00,60.5,4,103855.00,31.7,,21431.00,6.5, ,,,,Republican,
1980 - Reagan,Tennessee,1617616.00,787761.00,48.7,10,783051.00,48.4,,35991.00,2.2, ,,,,Republican,
1980 - Reagan,Texas,4541636.00,2510705.00,55.3,26,1881147.00,41.4,,111613.00,2.5, ,,,,Republican,
1980 - Reagan,Utah,604222.00,439687.00,72.8,4,124266.00,20.6,,30284.00,5, ,,,,Republican,
1980 - Reagan,Vermont,213299.00,94628.00,44.4,3,81952.00,38.4,,31761.00,14.9, ,,,,Republican,
1980 - Reagan,Virginia,1866032.00,989609.00,53,12,752174.00,40.3,,95418.00,5.1, ,,,,Republican,
1980 - Reagan,Washington,1742394.00,865244.00,49.7,9,650193.00,37.3,,185073.00,10.6, ,,,,Republican,
1980 - Reagan,West Virginia,737715.00,334206.00,45.3,,367462.00,49.8,6,31691.00,4.3, ,,,,Democratic,
1980 - Reagan,Wisconsin,2273221.00,1088845.00,47.9,11,981584.00,43.2,,160657.00,7.1, ,,,,Republican,
1980 - Reagan,Wyoming,176713.00,110700.00,62.6,3,49427.00,28,,12072.00,6.8, ,,,,Republican,
1984 - Reagan,Alabama,1441713.00,872849.00,60.5,9,551899.00,38.3, ,,,,,,,Republican,
1984 - Reagan,Alaska,207605.00,138377.00,66.7,3,62007.00,29.9, ,,,,,,,Republican,
1984 - Reagan,Arizona,1025897.00,681416.00,66.4,7,333854.00,32.5, ,,,,,,,Republican,
1984 - Reagan,Arkansas,884406.00,534774.00,60.5,6,338646.00,38.3, ,,,,,,,Republican,
1984 - Reagan,California,9505423.00,5467009.00,57.5,47,3922519.00,41.3, ,,,,,,,Republican,
1984 - Reagan,Colorado,1295380.00,821817.00,63.4,8,454975.00,35.1, ,,,,,,,Republican,
1984 - Reagan,Connecticut,1466900.00,890877.00,60.7,8,569597.00,38.8, ,,,,,,,Republican,
1984 - Reagan,Delaware,254572.00,152190.00,59.8,3,101656.00,39.9, ,,,,,,,Republican,
1984 - Reagan,Dist. of Col.,211288.00,29009.00,13.7, ,180408.00,85.4,3,,,,,,,Democratic,
1984 - Reagan,Florida,4180051.00,2730350.00,65.3,21,1448816.00,34.7, ,,,,,,,Republican,
1984 - Reagan,Georgia,1776120.00,1068722.00,60.2,12,706628.00,39.8, ,,,,,,,Republican,
1984 - Reagan,Hawaii,335846.00,185050.00,55.1,4,147154.00,43.8, ,,,,,,,Republican,
1984 - Reagan,Idaho,411144.00,297523.00,72.4,4,108510.00,26.4, ,,,,,,,Republican,
1984 - Reagan,Illinois,4819088.00,2707103.00,56.2,24,2086499.00,43.3, ,,,,,,,Republican,
1984 - Reagan,Indiana,2233069.00,1377230.00,61.7,12,841481.00,37.7, ,,,,,,,Republican,
1984 - Reagan,Iowa,1319805.00,703088.00,53.3,8,605620.00,45.9, ,,,,,,,Republican,
1984 - Reagan,Kansas,1021991.00,677296.00,66.3,7,333149.00,32.6, ,,,,,,,Republican,
1984 - Reagan,Kentucky,1369345.00,821702.00,60,9,539539.00,39.4, ,,,,,,,Republican,
1984 - Reagan,Louisiana,1706822.00,1037299.00,60.8,10,651586.00,38.2, ,,,,,,,Republican,
1984 - Reagan,Maine,553144.00,336500.00,60.8,4,214515.00,38.8, ,,,,,,,Republican,
1984 - Reagan,Maryland,1675873.00,879918.00,52.5,10,787935.00,47, ,,,,,,,Republican,
1984 - Reagan,Massachusetts,2559453.00,1310936.00,51.2,13,1239606.00,48.4, ,,,,,,,Republican,
1984 - Reagan,Michigan,3801658.00,2251571.00,59.2,20,1529638.00,40.2, ,,,,,,,Republican,
1984 - Reagan,Minnesota,2084449.00,1032603.00,49.5, ,1036364.00,49.7,10,,,,,,,Democratic,
1984 - Reagan,Mississippi,941104.00,582377.00,61.9,7,352192.00,37.4, ,,,,,,,Republican,
1984 - Reagan,Missouri,2122783.00,1274188.00,60,11,848583.00,40, ,,,,,,,Republican,
1984 - Reagan,Montana,384377.00,232450.00,60.5,4,146742.00,38.2, ,,,,,,,Republican,
1984 - Reagan,Nebraska,652090.00,460054.00,70.6,5,187866.00,28.8, ,,,,,,,Republican,
1984 - Reagan,Nevada,286667.00,188770.00,65.8,4,91655.00,32, ,,,,,,,Republican,
1984 - Reagan,New Hampshire,389066.00,267051.00,68.6,4,120395.00,30.9, ,,,,,,,Republican,
1984 - Reagan,New Jersey,3217862.00,1933630.00,60.1,16,1261323.00,39.2, ,,,,,,,Republican,
1984 - Reagan,New Mexico,514370.00,307101.00,59.7,5,201769.00,39.2, ,,,,,,,Republican,
1984 - Reagan,New York,6806810.00,3664763.00,53.8,36,3119609.00,45.8, ,,,,,,,Republican,
1984 - Reagan,North Carolina,2175361.00,1346481.00,61.9,13,824287.00,37.9, ,,,,,,,Republican,
1984 - Reagan,North Dakota,308971.00,200336.00,64.8,3,104429.00,33.8, ,,,,,,,Republican,
1984 - Reagan,Ohio,4547619.00,2678560.00,58.9,23,1825440.00,40.1, ,,,,,,,Republican,
1984 - Reagan,Oklahoma,1255676.00,861530.00,68.6,8,385080.00,30.7, ,,,,,,,Republican,
1984 - Reagan,Oregon,1226527.00,685700.00,55.9,7,536479.00,43.7, ,,,,,,,Republican,
1984 - Reagan,Pennsylvania,4844903.00,2584323.00,53.3,25,2228131.00,46, ,,,,,,,Republican,
1984 - Reagan,Rhode Island,410492.00,212080.00,51.7,4,197106.00,48, ,,,,,,,Republican,
1984 - Reagan,South Carolina,968529.00,615539.00,63.6,8,344459.00,35.6, ,,,,,,,Republican,
1984 - Reagan,South Dakota,317867.00,200267.00,63,3,116113.00,36.5, ,,,,,,,Republican,
1984 - Reagan,Tennessee,1711994.00,990212.00,57.8,11,711714.00,41.6, ,,,,,,,Republican,
1984 - Reagan,Texas,5397571.00,3433428.00,63.6,29,1949276.00,36.1, ,,,,,,,Republican,
1984 - Reagan,Utah,629656.00,469105.00,74.5,5,155369.00,24.7, ,,,,,,,Republican,
1984 - Reagan,Vermont,234561.00,135865.00,57.9,3,95730.00,40.8, ,,,,,,,Republican,
1984 - Reagan,Virginia,2146635.00,1337078.00,62.3,12,796250.00,37.1, ,,,,,,,Republican,
1984 - Reagan,Washington,1883910.00,1051670.00,55.8,10,807352.00,42.9, ,,,,,,,Republican,
1984 - Reagan,West Virginia,735742.00,405483.00,55.1,6,328125.00,44.6, ,,,,,,,Republican,
1984 - Reagan,Wisconsin,2211689.00,1198584.00,54.2,11,995740.00,45, ,,,,,,,Republican,
1984 - Reagan,Wyoming,188968.00,133241.00,70.5,3,53370.00,28.2, ,,,,,,,Republican,
1988 - Bush,Alabama,1378476.00,815576.00,59.2,9,549506.00,39.9, ,,,,,,,Republican,
1988 - Bush,Alaska,200116.00,119251.00,59.6,3,72584.00,36.3, ,,,,,,,Republican,
1988 - Bush,Arizona,1171873.00,702541.00,60,7,454029.00,38.7, ,,,,,,,Republican,
1988 - Bush,Arkansas,827738.00,466578.00,56.4,6,349237.00,42.2, ,,,,,,,Republican,
1988 - Bush,California,9887065.00,5054917.00,51.1,47,4702233.00,47.6, ,,,,,,,Republican,
1988 - Bush,Colorado,1372394.00,728177.00,53.1,8,621453.00,45.3, ,,,,,,,Republican,
1988 - Bush,Connecticut,1443394.00,750241.00,52,8,676584.00,46.9, ,,,,,,,Republican,
1988 - Bush,Delaware,249891.00,139639.00,55.9,3,108647.00,43.5, ,,,,,,,Republican,
1988 - Bush,Dist. of Col.,192877.00,27590.00,14.3, ,159407.00,82.6,3,,,,,,,Democratic,
1988 - Bush,Florida,4302313.00,2618885.00,60.9,21,1656701.00,38.5, ,,,,,,,Republican,
1988 - Bush,Georgia,1809672.00,1081331.00,59.8,12,714792.00,39.5, ,,,,,,,Republican,
1988 - Bush,Hawaii,354461.00,158625.00,44.8, ,192364.00,54.3,4,,,,,,,Democratic,
1988 - Bush,Idaho,408968.00,253881.00,62.1,4,147272.00,36, ,,,,,,,Republican,
1988 - Bush,Illinois,4559120.00,2310939.00,50.7,24,2215940.00,48.6, ,,,,,,,Republican,
1988 - Bush,Indiana,2168621.00,1297763.00,59.8,12,860643.00,39.7, ,,,,,,,Republican,
1988 - Bush,Iowa,1225614.00,545355.00,44.5, ,670557.00,54.7,8,,,,,,,Democratic,
1988 - Bush,Kansas,993044.00,554049.00,55.8,7,422636.00,42.6, ,,,,,,,Republican,
1988 - Bush,Kentucky,1322517.00,734281.00,55.5,9,580368.00,43.9, ,,,,,,,Republican,
1988 - Bush,Louisiana,1628202.00,883702.00,54.3,10,717460.00,44.1, ,,,,,,,Republican,
1988 - Bush,Maine,555035.00,307131.00,55.3,4,243569.00,43.9, ,,,,,,,Republican,
1988 - Bush,Maryland,1714358.00,876167.00,51.1,10,826304.00,48.2, ,,,,,,,Republican,
1988 - Bush,Massachusetts,2632805.00,1194635.00,45.4, ,1401415.00,53.2,13,,,,,,,Democratic,
1988 - Bush,Michigan,3669163.00,1965486.00,53.6,20,1675783.00,45.7, ,,,,,,,Republican,
1988 - Bush,Minnesota,2096790.00,962337.00,45.9, ,1109471.00,52.9,10,,,,,,,Democratic,
1988 - Bush,Mississippi,931527.00,557890.00,59.9,7,363921.00,39.1, ,,,,,,,Republican,
1988 - Bush,Missouri,2093713.00,1084953.00,51.8,11,1001619.00,47.8, ,,,,,,,Republican,
1988 - Bush,Montana,365674.00,190412.00,52.1,4,168936.00,46.2, ,,,,,,,Republican,
1988 - Bush,Nebraska,661465.00,397956.00,60.2,5,259235.00,39.2, ,,,,,,,Republican,
1988 - Bush,Nevada,350067.00,206040.00,58.9,4,132738.00,37.9, ,,,,,,,Republican,
1988 - Bush,New Hampshire,451074.00,281537.00,62.4,4,163696.00,36.3, ,,,,,,,Republican,
1988 - Bush,New Jersey,3099553.00,1743192.00,56.2,16,1320352.00,42.6, ,,,,,,,Republican,
1988 - Bush,New Mexico,521287.00,270341.00,51.9,5,244497.00,46.9, ,,,,,,,Republican,
1988 - Bush,New York,6485683.00,3081871.00,47.5, ,3347882.00,51.6,36,,,,,,,Democratic,
1988 - Bush,North Carolina,2134370.00,1237258.00,58,13,890167.00,41.7, ,,,,,,,Republican,
1988 - Bush,North Dakota,297261.00,166559.00,56,3,127739.00,43, ,,,,,,,Republican,
1988 - Bush,Ohio,4393699.00,2416549.00,55,23,1939629.00,44.1, ,,,,,,,Republican,
1988 - Bush,Oklahoma,1171036.00,678367.00,57.9,8,483423.00,41.3, ,,,,,,,Republican,
1988 - Bush,Oregon,1201694.00,560126.00,46.6, ,616206.00,51.3,7,,,,,,,Democratic,
1988 - Bush,Pennsylvania,4536251.00,2300087.00,50.7,25,2194944.00,48.4, ,,,,,,,Republican,
1988 - Bush,Rhode Island,404620.00,177761.00,43.9, ,225123.00,55.6,4,,,,,,,Democratic,
1988 - Bush,South Carolina,986009.00,606443.00,61.5,8,370554.00,37.6, ,,,,,,,Republican,
1988 - Bush,South Dakota,312991.00,165415.00,52.8,3,145560.00,46.5, ,,,,,,,Republican,
1988 - Bush,Tennessee,1636250.00,947233.00,57.9,11,679794.00,41.5, ,,,,,,,Republican,
1988 - Bush,Texas,5427410.00,3036829.00,56,29,2352748.00,43.3, ,,,,,,,Republican,
1988 - Bush,Utah,647008.00,428442.00,66.2,5,207343.00,32, ,,,,,,,Republican,
1988 - Bush,Vermont,243328.00,124331.00,51.1,3,115775.00,47.6, ,,,,,,,Republican,
1988 - Bush,Virginia,2191609.00,1309162.00,59.7,12,859799.00,39.2, ,,,,,,,Republican,
1988 - Bush,Washington,1865253.00,903835.00,48.5, ,933516.00,50,10,,,,,,,Democratic,
1988 - Bush,West Virginia,653311.00,310065.00,47.5, ,341016.00,52.2,5*,,,,,,,Democratic,
1988 - Bush,Wisconsin,2191608.00,1047499.00,47.8, ,1126794.00,51.4,11,,,,,,,Democratic,
1988 - Bush,Wyoming,176551.00,106867.00,60.5,3,67113.00,38, ,,,,,,,Republican,
1992 - Clinton,Alabama,1688060.00,690080.00,40.9,,804283.00,47.6,9,183109.00,10.8, ,,,,Republican,
1992 - Clinton,Alaska,258506.00,78294.00,30.3,,102000.00,39.5,3,73481.00,28.4, ,,,,Republican,
1992 - Clinton,Arizona,1486975.00,543050.00,36.5,,572086.00,38.5,8,353741.00,23.8, ,,,,Republican,
1992 - Clinton,Arkansas,950653.00,505823.00,53.2,6,337324.00,35.5,,99132.00,10.4, ,,,,Democratic,
1992 - Clinton,California,11131721.00,5121325.00,46,54,3630574.00,32.6,,2296006.00,20.6, ,,,,Democratic,
1992 - Clinton,Colorado,1569180.00,629681.00,40.1,8,562850.00,35.9,,366010.00,23.3, ,,,,Democratic,
1992 - Clinton,Connecticut,1616332.00,682318.00,42.2,8,578313.00,35.8,,348771.00,21.6, ,,,,Democratic,
1992 - Clinton,Delaware,289735.00,126054.00,43.5,3,102313.00,35.3,,59213.00,20.4, ,,,,Democratic,
1992 - Clinton,Dist. of Col.,227572.00,192619.00,84.6,3,20698.00,9.1,,9681.00,4.3, ,,,,Democratic,
1992 - Clinton,Florida,5314392.00,2072698.00,39,,2173310.00,40.9,25,1053067.00,19.8, ,,,,Republican,
1992 - Clinton,Georgia,2321125.00,1008966.00,43.5,13,995252.00,42.9,,309657.00,13.3, ,,,,Democratic,
1992 - Clinton,Hawaii,372842.00,179310.00,48.1,4,136822.00,36.7,,53003.00,14.2, ,,,,Democratic,
1992 - Clinton,Idaho,482142.00,137013.00,28.4,,202645.00,42,4,130395.00,27, ,,,,Republican,
1992 - Clinton,Illinois,5050157.00,2453350.00,48.6,22,1734096.00,34.3,,840515.00,16.6, ,,,,Democratic,
1992 - Clinton,Indiana,2305871.00,848420.00,36.8,,989375.00,42.9,12,455934.00,19.8, ,,,,Republican,
1992 - Clinton,Iowa,1354607.00,586353.00,43.3,7,504891.00,37.3,,253468.00,18.7, ,,,,Democratic,
1992 - Clinton,Kansas,1157335.00,390434.00,33.7,,449951.00,38.9,6,312358.00,27, ,,,,Republican,
1992 - Clinton,Kentucky,1492900.00,665104.00,44.6,8,617178.00,41.3,,203944.00,13.7, ,,,,Democratic,
1992 - Clinton,Louisiana,1790017.00,815971.00,45.6,9,733386.00,41,,211478.00,11.8, ,,,,Democratic,
1992 - Clinton,Maine,679499.00,263420.00,38.8,4,206504.00,30.4,,206820.00,30.4, ,,,,Democratic,
1992 - Clinton,Maryland,1985046.00,988571.00,49.8,10,707094.00,35.6,,281414.00,14.2, ,,,,Democratic,
1992 - Clinton,Massachusetts,2773700.00,1318662.00,47.5,12,805049.00,29,,630731.00,22.7, ,,,,Democratic,
1992 - Clinton,Michigan,4274673.00,1871182.00,43.8,18,1554940.00,36.4,,824813.00,19.3, ,,,,Democratic,
1992 - Clinton,Minnesota,2347948.00,1020997.00,43.5,10,747841.00,31.9,,562506.00,24, ,,,,Democratic,
1992 - Clinton,Mississippi,981793.00,400258.00,40.8,,487793.00,49.7,7,85626.00,8.7, ,,,,Republican,
1992 - Clinton,Missouri,2391565.00,1053873.00,44.1,11,811159.00,33.9,,518741.00,21.7, ,,,,Democratic,
1992 - Clinton,Montana,410611.00,154507.00,37.6,3,144207.00,35.1,,107225.00,26.1, ,,,,Democratic,
1992 - Clinton,Nebraska,737546.00,216864.00,29.4,,343678.00,46.6,5,174104.00,23.6, ,,,,Republican,
1992 - Clinton,Nevada,506318.00,189148.00,37.4,4,175828.00,34.7,,132580.00,26.2, ,,,,Democratic,
1992 - Clinton,New Hampshire,537943.00,209040.00,38.9,4,202484.00,37.6,,121337.00,22.6, ,,,,Democratic,
1992 - Clinton,New Jersey,3343594.00,1436206.00,43,15,1356865.00,40.6,,521829.00,15.6, ,,,,Democratic,
1992 - Clinton,New Mexico,569986.00,261617.00,45.9,5,212824.00,37.3,,91895.00,16.1, ,,,,Democratic,
1992 - Clinton,New York,6926925.00,3444450.00,49.7,33,2346649.00,33.9,,1090721.00,15.7, ,,,,Democratic,
1992 - Clinton,North Carolina,2611850.00,1114042.00,42.7,,1134661.00,43.4,14,357864.00,13.7, ,,,,Republican,
1992 - Clinton,North Dakota,308133.00,99168.00,32.2,,136244.00,44.2,3,71084.00,23.1, ,,,,Republican,
1992 - Clinton,Ohio,4939967.00,1984942.00,40.2,21,1894310.00,38.3,,1036426.00,21, ,,,,Democratic,
1992 - Clinton,Oklahoma,1390359.00,473066.00,34,,592929.00,42.6,8,319878.00,23, ,,,,Republican,
1992 - Clinton,Oregon,1462643.00,621314.00,42.5,7,475757.00,32.5,,354091.00,24.2, ,,,,Democratic,
1992 - Clinton,Pennsylvania,4959810.00,2239164.00,45.1,23,1791841.00,36.1,,902667.00,18.2, ,,,,Democratic,
1992 - Clinton,Rhode Island,453477.00,213299.00,47,4,131601.00,29,,105045.00,23.2, ,,,,Democratic,
1992 - Clinton,South Carolina,1202527.00,479514.00,39.9,,577507.00,48,8,138872.00,11.5, ,,,,Republican,
1992 - Clinton,South Dakota,336254.00,124888.00,37.1,,136718.00,40.7,3,73295.00,21.8, ,,,,Republican,
1992 - Clinton,Tennessee,1982638.00,933521.00,47.1,11,841300.00,42.4,,199968.00,10.1, ,,,,Democratic,
1992 - Clinton,Texas,6154018.00,2281815.00,37.1,,2496071.00,40.6,32,1354781.00,22, ,,,,Republican,
1992 - Clinton,Utah,743999.00,183429.00,24.7,,322632.00,43.4,5,203400.00,27.3, ,,,,Republican,
1992 - Clinton,Vermont,289701.00,133592.00,46.1,3,88122.00,30.4,,65991.00,22.8, ,,,,Democratic,
1992 - Clinton,Virginia,2558665.00,1038650.00,40.6,,1150517.00,45,13,348639.00,13.6, ,,,,Republican,
1992 - Clinton,Washington,2288230.00,993037.00,43.4,11,731234.00,32,,541780.00,23.7, ,,,,Democratic,
1992 - Clinton,West Virginia,683762.00,331001.00,48.4,5,241974.00,35.4,,108829.00,15.9, ,,,,Democratic,
1992 - Clinton,Wisconsin,2531114.00,1041066.00,41.1,11,930855.00,36.8,,544479.00,21.5, ,,,,Democratic,
1992 - Clinton,Wyoming,200598.00,68160.00,34,,79347.00,39.6,3,51263.00,25.6, ,,,,Republican,
1996 - Clinton,Alabama,1534349.00,662165.00,43.2,,769044.00,50.1,9,92149.00,6, ,,,,Republican,
1996 - Clinton,Alaska,241620.00,80380.00,33.3,,122746.00,50.8,3,26333.00,10.9, ,,,,Republican,
1996 - Clinton,Arizona,1404405.00,653288.00,46.5,8,622073.00,44.3,,112072.00,8, ,,,,Democratic,
1996 - Clinton,Arkansas,884262.00,475171.00,53.7,6,325416.00,36.8,,69884.00,7.9, ,,,,Democratic,
1996 - Clinton,California,10019484.00,5119835.00,51.1,54,3828380.00,38.2,,697847.00,7, ,,,,Democratic,
1996 - Clinton,Colorado,1510704.00,671152.00,44.4,,691848.00,45.8,8,99629.00,6.6, ,,,,Republican,
1996 - Clinton,Connecticut,1392614.00,735740.00,52.8,8,483109.00,34.7,,139523.00,10, ,,,,Democratic,
1996 - Clinton,Delaware,270845.00,140355.00,51.8,3,99062.00,36.6,,28719.00,10.6, ,,,,Democratic,
1996 - Clinton,Dist. of Col.,185726.00,158220.00,85.2,3,17339.00,9.3,,3611.00,1.9, ,,,,Democratic,
1996 - Clinton,Florida,5303794.00,2546870.00,48,25,2244536.00,42.3,,483870.00,9.1, ,,,,Democratic,
1996 - Clinton,Georgia,2299071.00,1053849.00,45.8,,1080843.00,47,13,146337.00,6.4, ,,,,Republican,
1996 - Clinton,Hawaii,360120.00,205012.00,56.9,4,113943.00,31.6,,27358.00,7.6, ,,,,Democratic,
1996 - Clinton,Idaho,491719.00,165443.00,33.6,,256595.00,52.2,4,62518.00,12.7, ,,,,Republican,
1996 - Clinton,Illinois,4311391.00,2341744.00,54.3,22,1587021.00,36.8,,346408.00,8, ,,,,Democratic,
1996 - Clinton,Indiana,2135431.00,887424.00,41.6,,1006693.00,47.1,12,224299.00,10.5, ,,,,Republican,
1996 - Clinton,Iowa,1234075.00,620258.00,50.3,7,492644.00,39.9,,105159.00,8.5, ,,,,Democratic,
1996 - Clinton,Kansas,1074300.00,387659.00,36.1,,583245.00,54.3,6,92639.00,8.6, ,,,,Republican,
1996 - Clinton,Kentucky,1388708.00,636614.00,45.8,8,623283.00,44.9,,120396.00,8.7, ,,,,Democratic,
1996 - Clinton,Louisiana,1783959.00,927837.00,52,9,712586.00,39.9,,123293.00,6.9, ,,,,Democratic,
1996 - Clinton,Maine,605897.00,312788.00,51.6,4,186378.00,30.8,,85970.00,14.2, ,,,,Democratic,
1996 - Clinton,Maryland,1780870.00,966207.00,54.3,10,681530.00,38.3,,115812.00,6.5, ,,,,Democratic,
1996 - Clinton,Massachusetts,2556786.00,1571763.00,61.5,12,718107.00,28.1,,227217.00,8.9, ,,,,Democratic,
1996 - Clinton,Michigan,3848844.00,1989653.00,51.7,18,1481212.00,38.5,,336670.00,8.7, ,,,,Democratic,
1996 - Clinton,Minnesota,2192640.00,1120438.00,51.1,10,766476.00,35,,257704.00,11.8, ,,,,Democratic,
1996 - Clinton,Mississippi,893857.00,394022.00,44.1,,439838.00,49.2,7,52222.00,5.8, ,,,,Republican,
1996 - Clinton,Missouri,2158065.00,1025935.00,47.5,11,890016.00,41.2,,217188.00,10.1, ,,,,Democratic,
